Code ue;Matiere;Semestre;ParcoursID;ue ID
GEL1120;Installations électriques;1;1075;463
GEM1125;Géométrie descriptive;1;1075;464
MTH1125;Eléments d'algèbre et de géométrie;1;1075;465
PHY1125;Electrostatique et applications;1;1075;466
ANG1220;Anglais lire et écrire;2;1075;467
CHM1225;Chimie appliquée : notions avancées;2;1075;468
FRA1220;Français : Lire et Ecrire;2;1075;469
GEC1224;Technologie des ouvrages;2;1075;470
GEC1225;Géotechnique;2;1075;471
GEC1226;Matériaux de construction;2;1075;472
GEC1227;Topographie applications;2;1075;473
INF1225;Informatique;2;1075;474
MTH1225;Eléments d'analyse mathématique;2;1075;475
FRA1321;Français : Ecrits professionnels;3;1075;476
GEC1325;Calcul de Structures;3;1075;477
GEC1326;Techniques de construction;3;1075;478
GEC1327;Hydrolique de base;3;1075;479
GEC1328;Construction métallique : Notions de base et technologie;3;1075;480
MTH1325;Intégrales généralisés, Transformés de Fourier et de Laplace et Application;3;1075;481
MTH1326;Introduction au calcul de probabilités et statistiques;3;1075;482
ANG1421;Anglais de spécialité : approche thématique des textes;4;1075;483
GEC1424;Béton Armé;4;1075;484
GEC1425;Physique du bâtiment;4;1075;485
GEC1426;Dessin appliqué;4;1075;486
GEC1427;Routes;4;1075;487
GEC1458;Gestion de chantier;4;1075;488
DRV1520;Propriété industrielle : Notions générales;5;1075;489
GEC1521;Etude de DAO et soumission;5;1075;490
GEC1525;Métré et étude de prix;5;1075;491
GEC1528;Eau et assainissement;5;1075;492
GEO1523;Initiation au système d'information géographique SIG;5;1075;493
INF1526;Logiciels professionnels;5;1075;494
MGT1520;Vie professionnelle et entrepreneuriat;5;1075;495
MGT1521;HSQE;5;1075;496
GEC1629;Stage et mémoire de licence professionnelle génie civil, conducteur des travaux;6;1075;497
ANG1120;Anglais : Ecouter et Parler;1;1076;498
CHM1120;Chimie Appliquée pour Tech. Sup. : Notions de Base;1;1076;499
FRA1120;Français : Ecouter et Parler;1;1076;500
GEL1120;Circuits Electriques;1;1076;501
GEL1121;Introduction à l’Electronique Générale par la Pratique;1;1076;502
GEM1123;Notions sur la Résistance de Matériaux;1;1076;503
GEM1125;"Géométrie Descriptive pour Tech ; Sup.";1;1076;504
MTH1125;Eléments d’Algèbre et de Géométrie;1;1076;505
PHY1120;Mécanique Appliquée au point Matériel;1;1076;506
PHY1125;Electrostatique et applications;1;1076;507
ANG1220;Anglais : Lire et Ecrire;2;1076;508
CHM1225;Chimie appliquée, notions avancées;2;1076;509
FRA1220;Français : Lire et Ecrire;2;1076;510
GEL1220;Transformateurs et Machines Asynchrones;2;1076;511
GEL1221;Mesure etEssais et câblage;2;1076;512
INF1226;Introduction à la Programmation;2;1076;513
MTH1225;Elément d’Analyse Mathématique;2;1076;514
NF1225;Informatique de Base;2;1076;515
PHY1225;Introduction à la Physique des capteurs;2;1076;516
PHY1226;Résistance des Matériaux;2;1076;517
PHY1227;Mécanique Appliquée au Solide;2;1076;518
FRA1320;Français : Ecrits Professionnels;3;1076;519
GEL1320;Installations et alimentation Electriques;3;1076;520
GEL1321;Electronique analogique et digitale;3;1076;521
GEL1322;Machines à Courant Continu et Machines Synchrones;3;1076;522
INF1325;Mise œuvre de systèmes Informatiques;3;1076;523
INF1326;Technologie des Ordinateurs;3;1076;524
MTH1325;Intégrales Généralisées, Transformées de Fourier et de Laplace et Applications;3;1076;525
MTH1326;Calcul de probabilités et statistiques;3;1076;526
ANG1420;Anglais de spécialité : approche thématique des textes;4;1076;527
GEL1421;Asservissement et regulation analogique;4;1076;528
GEL1422;Automates Programmables par la Pratique;4;1076;529
GEL1423;Introduction à la Production Transport, Distribution et Protection;4;1076;530
GEL1424;Lignes-Antennes-Propagation (LAP);4;1076;531
GEL1425;Maintenance des Appareils Audio Visuels (MAAV);4;1076;532
GEL1428;Introduction à l’Electronique de Puissance;4;1076;533
INF1426;Introduction à l’algorithme, à la Programmation et aux bases de Données;4;1076;534
INF1427;Informatique Industrielle : Mise en œuvre des microprocesseurs;4;1076;535
MGT1420;Initiation à la vie Professionnelle;4;1076;536
DRV1520;Gestion de Propriété Industrielle;5;1076;537
GEL1520;Réseaux Electriques, Distribution et Protection;5;1076;538
GEL1521;Energies solaire et éolienne;5;1076;539
GEL1522;Machines électriques et convertisseurs statiques;5;1076;540
GEL1523;Projet Tutoré (PDGEE) Respecter un cahier de Charges et les délais;5;1076;541
GEL1524;Sécurité et Hygiène du Travail;5;1076;542
MGT1520;Elaboration de Projet de création d'Entreprises;5;1076;543
MGT1521;Initiation à la démarche Qualité;5;1076;544
GEL1620;Stage professionnelle en Génie Electrique pour Lpro;6;1076;545
GEL1621;Rédaction du mémoire;6;1076;546
GEL1622;Soutenance du mémoire;6;1076;547
ANG1120;Anglais : Parler;1;1078;548
FRA1120;Français : Parler;1;1078;549
GEL1121;Electronique analogique;1;1078;550
INF1120;Architecture et Technologie des Ordinateurs;1;1078;551
INF1121;Informatique de base et initiation au métier de l'ingénieur;1;1078;552
INF1126;Systèmes d'exploitation;1;1078;553
MTH1121;Algèbre linéaire de base;1;1078;554
MTH1122;Calcul Différentiel dans IR;1;1078;555
MTU1120;Méthode de travail universitaire;1;1078;556
GEL1221;Electronique Numérique;2;1078;557
INF1220;Eléments mathématiques sur les bases de données;2;1078;558
INF1225;Généralités sur les Réseaux;2;1078;559
INF1226;Initiation à la programmation procédurale et web;2;1078;560
INF1228;Méthode d'Analyse et Conception de logiciel - MERISE;2;1078;561
MTH1222;Structure algébrique de base;2;1078;562
MTH1224;Calcul Intégral et applications;2;1078;563
MTH1225;Calcul de Probabilités et Statistique;2;1078;564
ANG1320;Anglais : Lire et comprendre;3;1078;565
FRA1320;Français : Lire et comprendre;3;1078;566
INF1321;Théorie des Systèmes d'Exploitation;3;1078;567
INF1325;Analyse et conception d'algorithmes;3;1078;568
INF1326;Programmation Orientée Objet;3;1078;569
INF1328;Développement web;3;1078;570
INF1329;Projet Tuteuré 1;3;1078;571
MTH1320;Algorithmiques  Numériques;3;1078;572
MTH1324;Recherche opérationnelle;3;1078;573
CPT1420;Comptabilité Générale de base;4;1078;574
DRT1420;Droit de l’Informatique;4;1078;575
INF1421;Administration de bases de données;4;1078;576
INF1423;Administration Système;4;1078;577
INF1425;Généralités sur la sécurité informatique;4;1078;578
INF1426;Développement d’applications de bureau;4;1078;579
INF1427;Structure de Données;4;1078;580
INF1428;Modélisation  UML;4;1078;581
INF1429;Normes documentaires;4;1078;582
INF1523;Programmation et Administration Système;5;1078;583
INF1525;Projet Tuteuré GL 2;5;1078;584
INF1526;Développement d’applications distribuées;5;1078;585
INF1527;Systèmes d’informations;5;1078;586
INF1528;Initiation au Génie Logiciel;5;1078;587
MGT1520;Initiation à l’entrepreneuriat;5;1078;588
MTH1525;Théorie des graphes;5;1078;589
INF1627;Initiation à l’ingénierie des Systèmes d’Information;6;1078;590
INF1628;Administration des résaux informatiques;6;1078;591
INF1629;Stage + Projet professionnel;6;1078;592
MGT1620;Gestion de projet et entrepreneuriat;6;1078;593
ANG1120;Anglais : écouter et parler;1;1077;594
CHM1120;Chimie appliquée : notions de base;1;1077;595
FRA1120;Français : écouter et parler;1;1077;596
GEL1120;Electricité, conducteurs et électrocinétique;1;1077;597
GEM1120;Statique Appliquée;1;1077;598
GEM1121;Thermodynamique : notions générales;1;1077;599
GEM1122;Fabrication mécanique 1;1;1077;600
GEM1123;Construction mécanique : liaisons, arbres, roulements;1;1077;601
GEM1124;Métrologie;1;1077;602
MTH1120;Eléments d'algèbre et de géométrie;1;1077;603
ANG1220;Anglais : lire et écrire;2;1077;604
CHM1220;Chimie appliquée : notions avancées;2;1077;605
FRA1220;Français : lire et écrire;2;1077;606
GEM1220;Mécanismes et résistance des matériaux;2;1077;607
GEM1221;Fabrication mécanique 2;2;1077;608
GEM1222;Construction mécanique : organes de transmission de mouvement;2;1077;609
GEM1223;Bureau des méthodes;2;1077;610
INF1220;Informatique et programmation;2;1077;611
MTH1220;Eléments d'analyse mathématique;2;1077;612
FRA1320;Français : écrits professionnels;3;1077;613
GEL1320;Notions d'électrotechnique;3;1077;614
GEM1320;Mécanique appliquée et résistance des matériaux avancées;3;1077;615
GEM1321;Métallurgie;3;1077;616
GEM1322;Fabrication mécanique 3;3;1077;617
GEM1323;Contruction mécanique : éléments de transmission;3;1077;618
GEM1324;Conception et Fabrication Assistées par Ordinateur et Commande Numérique (CFAO-CN);3;1077;619
MTH1320;Intégrales Généralisées, Transformées de Fourier et de Laplace et Applications;3;1077;620
MTH1321;Introduction au calcul de probabilités et statistiques;3;1077;621
PHY1320;Mécanique des fluides : notions fondamentales;3;1077;622
FRA1420;Anglais de spécialité : approche thématique des textes;4;1077;623
GEL1420;Automatisme : notions fondamentales;4;1077;624
GEM1420;Organisation et méthodes de la maintenance;4;1077;625
GEM1421;Asservissement et régulation;4;1077;626
GEM1422;Métallurgie et essai des matériaux;4;1077;627
GEM1423;Hydraulique et pneumatique et TP Hydraulique;4;1077;628
GEM1424;Introduction à la mécanique des contacts;4;1077;629
GEM1425;Fabrication mécanique 4;4;1077;630
GEM1426;Micro-projet;4;1077;631
GEM1427;Thermique appliquée;4;1077;632
GEM1428;Fabrication mécanique et procédés de montage;4;1077;633
GEM1429;Construction mécanique : organes de transmission de puissance;4;1077;634
DRV1520;Propriété industrielle : Notions générales;5;1077;635
GEL1520;Machines électriques;5;1077;636
GEL1521;Commande des machines;5;1077;637
GEM1520;Mécanique auto;5;1077;638
GEM1521;Maintenance des systèmes industrielles;5;1077;639
GEM1522;Appareils de levage et manutention;5;1077;640
GEM1523;Conception et analyse des systèmes mécaniques;5;1077;641
GEM1524;Froid et climatisation;5;1077;642
MGT1520;Vie professionnelle et entreprenariat;5;1077;643
MGT1521;Hygiène, Sécurité, Qualité et Environnement(HSQE);5;1077;644
GEM1620;Stage en milieu professionnel;6;1077;645
GEM1621;Rédaction de mémoire;6;1077;646
GEM1622;Soutenance de mémoire;6;1077;647
ANG1120;Anglais : Parler;1;1079;648
FRA1120;Français : Parler;1;1079;649
GEL1121;Electronique analogique;1;1079;650
GEL1122;TP Electronique;1;1079;651
INF1120;Architecture et Technologie des Ordinateurs;1;1079;652
MTH1121;Algèbre linéaire de base;1;1079;653
MTH1122;Calcul Différentiel dans IR;1;1079;654
MTU1120;Méthode de travail universitaire;1;1079;655
PHY1120;Electromagnétisme de base;1;1079;656
GEL1221;Electronique Numérique;2;1079;657
INF1223;Architecture Matérielle;2;1079;658
INF1226;Initiation à la programmation procédurale et web;2;1079;659
INF1228;Méthode d'Analyse et Conception de logiciel - MERISE;2;1079;660
MTH1222;Structure algébrique de base;2;1079;661
MTH1224;Calcul Intégral et applications;2;1079;662
MTH1225;Calcul de Probabilités et Statistique;2;1079;663
INF1320;Projet Tuteuré;3;1079;664
INF1322;Bases de données;3;1079;665
INF1323;Maintenance informatique;3;1079;666
INF1327;Systèmes d'exploitation;3;1079;667
MTH1320;Algorithmiques Numériques;3;1079;668
MTH1324;Recherche opérationnelle;3;1079;669
PHY1320;Electromagnétisme : onde et propagation;3;1079;670
ANG1401;Anglais : Lire et comprendre;4;1079;671
CPT1420;Comptabilité Générale de base;4;1079;672
DRT1420;Droit de l’Informatique;4;1079;673
FRA1401;Français : Lire et comprendre;4;1079;674
INF1420;Stockage et technologie;4;1079;675
INF1421;Administration de bases de données;4;1079;676
INF1422;Réseaux informatiques;4;1079;677
INF1423;Administration Système;4;1079;678
INF1516;Programmation Orientée Objet;5;1079;679
INF1521;Réseaux télécoms;5;1079;680
INF1522;Projet Tuteuré 2;5;1079;681
INF1523;Programmation et Administration Système;5;1079;682
INF1527;Systèmes d’information;5;1079;683
MGT1520;Initiation à l’entrepreneuriat;5;1079;684
INF1620;Sécurité informatique;6;1079;685
INF1621;Administration réseaux;6;1079;686
INF1622;Stage + Projet de Synthèse;6;1079;687
MGT1620;Gestion de projet et entrepreneuriat;6;1079;688
ANG100;Anglais : Ecouter et Parler;1;1097;689
CHM115;Chimie appliquée pour Tech. Sup. I;1;1097;690
FRA100;Français : Ecouter et Parler;1;1097;691
GEC100;Statistique appliquée en GC;1;1097;692
GEC105;Ecoulement en charge;1;1097;693
GEC115;Géologie appliquée;1;1097;694
GEC120;Topographie I;1;1097;695
GEC190;Procédés généraux de construction;1;1097;696
GEM111;Géométrie descriptive pour Tech. Sup. I;1;1097;697
MTH150;Elément de l'Algèbre et de Géométrie;1;1097;698
PHY139;Electrostatique et applications;1;1097;699
ANG101;Anglais : Lire  et Ecrire;2;1097;700
CHM215;Chimie appliquée pour technicien supérieur II;2;1097;701
FRA101;Français: Lire  et Ecrire;2;1097;702
GEC130;Matériaux de construction des ouvrages de GC;2;1097;703
GEC140;Propriétés physiques et hydromécaniques des sols;2;1097;704
GEC151;Machines de chantier;2;1097;705
GEC210;Introduction à la Résistance des matériaux;2;1097;706
GEC345;Alimentation en eau;2;1097;707
INF215;Informatique de Base;2;1097;708
INF216;Introduction à la Programmation;2;1097;709
MTH151;Elément d'Analyse;2;1097;710
FRA205;Français: Ecrits professionnels;3;1097;711
GEC121;Topographie II;3;1097;712
GEC155;Métré et étude de prix;3;1097;713
GEC170;Routes I;3;1097;714
GEC215;Dessin d'architecture;3;1097;715
GEC316;Calcul de Structures;3;1097;716
GEC320;Béton armé I;3;1097;717
GEC350;Assainissement;3;1097;718
MTH231;Intégrales généralisés, Transformés de Fourier et de Laplace et Application;3;1097;719
STA160;Calcul de probabilités et statistiques;3;1097;720
ANG201;Anglais de spécialité : approche thématique des textes;4;1097;721
ECO370;Initiation à la vie Professionnelle;4;1097;722
GEC125;Dessin de Génie Civil;4;1097;723
GEC160;Conception des bâtiments;4;1097;724
GEC175;Routes II;4;1097;725
GEC180;Chauffage et climatisation;4;1097;726
GEC185;Thermique du bâtiment;4;1097;727
GEC255;Organisation et planification de chantier;4;1097;728
GEC322;Béton armé II;4;1097;729
GEC355;Construction métallique;4;1097;730
DRI400;Gestion de la proprieté industrielle;5;1097;731
ECO410;Elaboration des projets de création d'entreprise;5;1097;732
GEC102;Ouvrage d'arts;5;1097;733
GEC247;Etude de prix et actualisation;5;1097;734
GEC248;Etude de DAO et soumission;5;1097;735
GEC260;Eléments de contrôle de chantier;5;1097;736
GEC271;Topographie assistée par ordinateur;5;1097;737
GEC376;Etude de structure assistée par ordinateur;5;1097;738
GEC470;Dessin Assisté par Ordinateur;5;1097;739
GEL140;Installation électrique;5;1097;740
MGT400;Gestion de la Qualité;5;1097;741
MGT410;Sécurité et Hygiène du Travail;5;1097;742
GEC390;Mémoire de licence professionnelle;6;1097;743
ANG100;Anglais : Ecouter et Parler;1;1100;744
CHM115;Chimie appliquée pour Tech. Sup.: notions de base;1;1100;745
FRA100;Français : Ecouter et Parler;1;1100;746
GEC100;Statique appliquée en GC;1;1100;747
GEC103;Hydrologie de l'ingénieur: notions de base;1;1100;748
GEC115;Géologie appliquée;1;1100;749
GEC120;Introduction à la Topographie;1;1100;750
GEC130;Matériaux de construction des ouvrages de génie civil;1;1100;751
GEM111;Géométrie descriptive pour Tech. Sup.;1;1100;752
MTH150;Eléments d'algèbre et de géométrie;1;1100;753
PHY139;Electrostatique et applications;1;1100;754
UEL1;UE Libre;1;1100;755
ANG101;Anglais : Lire et Ecrire;2;1100;756
CHM215;Chimie appliquée pour technicien supérieur: notions avancées;2;1100;757
FRA101;Français: Lire et Ecrire;2;1100;758
GEC105;Ecoulement en charge : notions de base;2;1100;759
GEC140;Propriétés physiques et hydromécaniques des sols;2;1100;760
GEC151;Machines de chantier;2;1100;761
GEC190;Procédés généraux de construction;2;1100;762
GEC210;Introduction à la Résistance des matériaux;2;1100;763
GEC215;Dessin d'architecture;2;1100;764
INF115;Informatique de Base;2;1100;765
INF116;Introduction à la Programmation;2;1100;766
MTH151;Eléments d'analyse mathématique;2;1100;767
UEL2;UE Libre;2;1100;768
FRA205;Français: Ecrits professionnels;3;1100;769
GEC107;Ecoulement à surface  libre;3;1100;770
GEC121;Topographie: niveau avancé;3;1100;771
GEC155;Métré et étude de prix;3;1100;772
GEC170;Routes: Structures des chaussées;3;1100;773
GEC316;Calcul de Structures;3;1100;774
GEC320;Béton armé: Calcul des sollicitations;3;1100;775
MTH231;Intégrales généralisés, Transformés de Fourier et de Laplace et Application;3;1100;776
STA160;Calcul de probabilités et statistiques;3;1100;777
UEL3;UE Libre;3;1100;778
ANG201;Anglais de spécialité : approche thématique des textes;4;1100;779
ECO370;Initiation à la vie Professionnelle;4;1100;780
GEC125;Dessin de Génie Civil;4;1100;781
GEC160;Conception des bâtiments;4;1100;782
GEC175;Routes : géométrie;4;1100;783
GEC180;Chauffage et climatisation;4;1100;784
GEC185;Thermique du bâtiment;4;1100;785
GEC255;Organisation et planification de chantier;4;1100;786
GEC322;Béton armé: Justification des sections;4;1100;787
GEC345;Alimentation en eau;4;1100;788
GEC355;Construction métallique;4;1100;789
UEL4;UE Libre;4;1100;790
DRV471;Propriété industrielle: Notions générales;5;1100;791
ECO410;Elaboration des projets de création d'entreprise;5;1100;792
GEC102;Ouvrage d'arts: notions de  base;5;1100;793
GEC248;Etude de DAO et soumission;5;1100;794
GEC260;Eléments de contrôle de chantier;5;1100;795
GEC271;Topographie assistée par ordinateur;5;1100;796
GEC350;Assainissement;5;1100;797
GEC376;Etude de structure assistée par ordinateur;5;1100;798
GEC470;Dessin Assisté par Ordinateur;5;1100;799
GEL140;Installation électrique;5;1100;800
MGT400;Gestion de la Qualité;5;1100;801
MGT410;Sécurité et Hygiène du Travail;5;1100;802
GEC460;Stage et mémoire de licence professionnelle génie civil, conducteur des travaux;6;1100;803
CHM107;Chimie appliquée;1;1103;804
GEM100;Dessin technique: dessin de définition;1;1103;805
GEM110;Géométrie Descriptive de base;1;1103;806
INF100;Système d'exploitation et introduction à la programmation;1;1103;807
MTH100;Bases mathématiques;1;1103;808
MTH101;Algèbre linéaire de base;1;1103;809
PHY103;Lumière et application;1;1103;810
PHY104;Électrostatique et Électrocinétique;1;1103;811
PHY106;Mécanique du point matériel;1;1103;812
ANG100;Anglais : Ecouter et Parler;2;1103;813
ARC127;Dessin d'architecture;2;1103;814
FRA100;Français : Ecouter et Parler;2;1103;815
GEC115;Géologie appliquée;2;1103;816
GEC120;Topographie;2;1103;817
INF200;Algorithme et structures de données;2;1103;818
MTH102;Structure algébrique de base;2;1103;819
MTH103;Calcul Différentiel dans IR;2;1103;820
PHY206;Mécanique du solide;2;1103;821
ANG101;Anglais : Lire et Ecrire;3;1103;822
ECO100;Introduction générale à la science économique;3;1103;823
FRA101;Français : Lire et Ecrire;3;1103;824
GEC125;Dessin de Génie Civil;3;1103;825
GEC130;Matériaux de construction des ouvrages de génie civil;3;1103;826
GEC160;Conception bâtiment;3;1103;827
PHY110;Magnétostatique et Régimes variables;3;1103;828
PHY159;Introduction à la Mécanique des fluides;3;1103;829
PHY169;Statique Appliquée;3;1103;830
STA160;Calcul de probabilités et statistiques;3;1103;831
ANG201;Anglais de spécialité : approche thématique des textes;4;1103;832
FRA205;Français: Ecrits professionnels;4;1103;833
GEC151;Machines de chantier;4;1103;834
GEC239;Résistance des Matériaux pour GC;4;1103;835
GEC315;Structures;4;1103;836
GEC340;Géotechnique;4;1103;837
GEC370;Hydrologie de l'ingénieur;4;1103;838
GEC425;Dimensionnement des structures de chaussées;4;1103;839
MTH104;Calcul Intégral et applications;4;1103;840
GEC300;Aperçu des Ouvrages d'art;5;1103;841
GEC305;Ecoulement en charge;5;1103;842
GEC310;Ecoulement à surface libre;5;1103;843
GEC405;Béton armé: Calcul des sollicitations;5;1103;844
GEC410;Construction métallique;5;1103;845
GEC450;Procédés généraux de construction;5;1103;846
GEL307;Equipements électriques;5;1103;847
INF229;Initiation au Dessin Assisté par Ordinateur;5;1103;848
MGT410;Sécurité et hygiène au travail;5;1103;849
MTH401;Introduction à l'analyse numérique;5;1103;850
CPT100;Comptabilité;6;1103;851
DRV471;Propriété industrielle: Notions générales;6;1103;852
GEC260;Eléments de contrôle d'un chantier de génie civil;6;1103;853
GEC345;Alimentation en eau;6;1103;854
GEC350;Assainissement;6;1103;855
GEC435;Projet de spécialité;6;1103;856
GEC445;Métré et étude de prix;6;1103;857
GEC452;Organisation et planification de chantier;6;1103;858
GEC455;Béton Armé: Justification des sections et ouvrages;6;1103;859
ANG100;Anglais : Ecouter et Parler;1;1099;860
CHM115;Chimie appliquée pour Tech. Sup.: notions de base;1;1099;861
FRA100;Français : Ecouter et Parler;1;1099;862
GEL100;Introduction aux Circuits Electriques;1;1099;863
GEL105;Mesures et Essais;1;1099;864
GEL107;Electricité Générale;1;1099;865
GEL109;Mécanique Appliquée au point Matériel;1;1099;866
GEM111;Géométrie Descriptive pour Technicien Sup.;1;1099;867
GEM302;Notions sur la Résistance des Matériaux;1;1099;868
MTH150;Eléments d'algèbre et de géométrie;1;1099;869
PHY139;Electrostatique et applications;1;1099;870
UEL1;UE Libres;1;1099;871
ANG101;Anglais : Lire et Ecrire;2;1099;872
CHM215;Chimie appliquée pour technicien supérieur: notions avancées;2;1099;873
FRA101;Français: Lire et Ecrire;2;1099;874
GEL200;Etude d'Equipement et Câblage;2;1099;875
GEL202;Introduction à l'Electronique Générale par la pratique;2;1099;876
GEL205;Résistance des Matériaux;2;1099;877
GEL206;Mécanique Appliquée au Solide;2;1099;878
GEL208;Transformateurs et Machines Asynchrones;2;1099;879
INF115;Informatique de Base;2;1099;880
INF116;Introduction à la Programmation;2;1099;881
MTH151;Eléments d'analyse  mathématique;2;1099;882
PHY239;Introduction à la Physique des capteurs;2;1099;883
UEL2;UE Libres;2;1099;884
FRA205;Français: Ecrits professionnels;3;1099;885
GEL305;Introduction aux Installations Electriques;3;1099;886
GEL310;Notions Avancées d'Electronique Générale par la pratique;3;1099;887
GEL315;Systèmes Logiques par la Pratique;3;1099;888
GEL316;Machines à Courant Continu et Machines Synchrones;3;1099;889
GEL318;Alimentation Electrique;3;1099;890
GEL322;Gestion de la Maintenance;3;1099;891
INF315;Technologie des Ordinateurs et Informatique Industrielle : Introduction;3;1099;892
INF350;Mise en œuvre de Systèmes Informatiques;3;1099;893
MTH231;Intégrales Généralisées, Transformées de Fourier et de Laplace et Applications;3;1099;894
STA160;Calcul de probabilités et statistiques;3;1099;895
UEL3;UE Libres;3;1099;896
ANG201;Anglais de spécialité : approche thématique des textes;4;1099;897
ECO370;Initiation à la vie Professionnelle;4;1099;898
GEL355;Introduction à l'Electronique de Puissance;4;1099;899
GEL356;Introduction à l'Asservissement et Régulation;4;1099;900
GEL357;Automates Programmables par la Pratique;4;1099;901
GEL358;Commande des Machines par la Pratique;4;1099;902
GEL360;Introduction à la Production, Transport, Distribution et Protection;4;1099;903
GEL365;Lignes-Antennes-Propagation (LAP);4;1099;904
GEL369;Maintenance des Appareils Audio Visuels (MAAV);4;1099;905
INF355;Technologie des Ordinateurs et Informatique Industrielle : Microprocesseurs;4;1099;906
INF402;Introduction à l'algorithme, à la programmation et aux bases de données;4;1099;907
UEL4;UE Libres;4;1099;908
DRV471;Propriété industrielle: Notions générales;5;1099;909
ECO410;Elaboration des projets de création d'entreprise;5;1099;910
GEL431;Réseaux Electriques;5;1099;911
GEL432;Energies Solaire (Applications);5;1099;912
GEL433;Energie Eolienne (Applications);5;1099;913
GEL434;Distribution Haute et Basse Tension;5;1099;914
GEL435;Protection des réseaux et des Machines Electriques;5;1099;915
GEL436;Conversion Electrique : Convertisseurs Statiques Industriels;5;1099;916
GEL437;Machines Electriques : Modèles et Comportements;5;1099;917
GEL438;Energie Electrique et ses impacts environnementaux;5;1099;918
GEL439;Appareillages Electriques;5;1099;919
GEL440;Projet tutoré (PGDEE);5;1099;920
MGT400;Gestion de la Qualité;5;1099;921
MGT410;Sécurité et Hygiène du Travail;5;1099;922
GEL460;Stage et mémoire de licence professionnelle génie électrique, conducteur des travaux;6;1099;923
