Code ue;Matiere;Semestre;ParcoursID;ue ID
CHM107;Chimie appliquée;1;1102;924
GEM100;Dessin Technique : Dessin de Définition;1;1102;925
GEM110;Géométrie Descriptive de base;1;1102;926
INF100;Système d'exploitation et introduction à la programmation;1;1102;927
MTH100;Bases mathématiques;1;1102;928
MTH101;Algèbre linéaire de base;1;1102;929
PHY103;Lumière et application;1;1102;930
PHY104;Électrostatique et Électrocinétique;1;1102;931
PHY106;Mécanique du point matériel;1;1102;932
ANG100;Anglais : Ecouter et Parler;2;1102;933
FRA100;Français : Ecouter et Parler;2;1102;934
GEC240;Introduction à la Topographie: Nivellement;2;1102;935
GEM200;Dessin Technique : Dessin d'Ensemble;2;1102;936
INF200;Algorithme et structures de données;2;1102;937
MTH102;Structure algébrique de base;2;1102;938
MTH103;Calcul Différentiel dans IR;2;1102;939
PHY206;Mécanique du solide;2;1102;940
PHY209;Notion avancée d'Électrostatique et Électrocinétique;2;1102;941
ANG101;Anglais : Lire et Ecrire;3;1102;942
ECO100;Introduction générale à la science économique;3;1102;943
FRA101;Français : Lire et Ecrire;3;1102;944
GEL350;Introduction à l'électrotechnique;3;1102;945
GEL412;Electromagnétisme;3;1102;946
GEM301;Construction Mécanique pour GE;3;1102;947
PHY110;Magnétostatique et Régimes variables;3;1102;948
PHY169;Statique Appliquée;3;1102;949
PHY349;Introduction à la thermodynamique;3;1102;950
STA160;Calcul de probabilités et statistiques;3;1102;951
ANG201;Anglais de spécialité : approche thématique des textes;4;1102;952
FRA205;Français: Ecrits professionnels;4;1102;953
GEL300;Introduction à l'Electronique;4;1102;954
GEL402;Mesures électriques;4;1102;955
GEL410;Circuits Electriques;4;1102;956
GEM215;Notion de RDM pour Ingénieur en GE;4;1102;957
GEM310;Fabrication Mécanique : La Pièce mécanique;4;1102;958
MTH104;Calcul Intégral et applications;4;1102;959
PHY190;Notions Avancée de Magnétostatique et Régimes Variables;4;1102;960
GEL360;Introduction à la Production, Transport, Distribution et Protection;5;1102;961
GEL366;Introduction à l'Asservissement et Régulation des systèmes linéaires;5;1102;962
GEL380;Installations Electriques;5;1102;963
GEL400;Electronique du Signal et Composants;5;1102;964
GEL404;Appareillages Electriques et Câblage;5;1102;965
GEL454;Systèmes Signaux Simulation;5;1102;966
GEL456;Machines Electriques : Constitution et Principes de fonctionnement;5;1102;967
MTH401;Introduction à l'analyse numérique;5;1102;968
PHY339;Physique des Capteurs;5;1102;969
CPT100;Comptabilité;6;1102;970
DRV471;Propriété industrielle: Notions générales;6;1102;971
GEL325;Systèmes de Maintenance;6;1102;972
GEL361;Introduction aux Automates Programmables;6;1102;973
GEL363;Introduction aux Convertisseurs Statiques;6;1102;974
GEL370;Traitement du Signal;6;1102;975
GEL450;Electronique : Fonctions et systèmes;6;1102;976
GEL452;Systèmes Logiques;6;1102;977
GEL470;Projet de Spécialité GE;6;1102;978
INF410;Architecture et Technologie des Ordinateurs;6;1102;979
ANG100;Anglais : Ecouter et Parler;1;1101;981
CHM115;Chimie appliquée pour Tech. Sup.: notions de base;1;1101;982
FRA100;Français : Ecouter et Parler;1;1101;983
GEL123;Electricité - Conducteur-Electrocinétique;1;1101;984
GEM105;Statique Appliquée;1;1101;985
GEM112;Essai des mécanismes: dureté, fatigue;1;1101;986
GEM125;Thermodynamique Appliquée : notions générales;1;1101;987
GEM135;TP Fabrication Mécanique: opérations élémentaires;1;1101;988
GEM330;Construction Mécanique: éléments de base;1;1101;989
GEM405;Bureau des Méthodes: Introduction;1;1101;990
MTH150;Elément d'Algèbre et de géométrie;1;1101;991
ANG101;Anglais : Lire et Ecrire;2;1101;992
CHM215;Chimie appliquée pour technicien supérieur: notions avancées;2;1101;993
FRA101;Français: Lire et Ecrire;2;1101;994
GEL341;Electrotechnique;2;1101;995
GEM216;Essai des mécanismes : les appareils de levage et manutention;2;1101;996
GEM302;Résistance des Matériaux : notions de base;2;1101;997
GEM415;Fabrication Mécanique: les outils et leur emploi;2;1101;998
GEM420;TP Fabrication Mécanique: Usinages classiques;2;1101;999
GEM440;Bureau des Méthodes : niveau avancé;2;1101;1000
INF115;Informatique de Base;2;1101;1001
INF116;Introduction à la Programmation;2;1101;1002
MTH151;Elément d'Analyse mathématique;2;1101;1003
FRA205;Français: Ecrits professionnels;3;1101;1004
GEL342;Notions d'électrotechnique;3;1101;1005
GEM206;Cinématique appliquée;3;1101;1006
GEM306;Résistance des Matériaux : notions avancées;3;1101;1007
GEM332;Métallurgie et Essai des Matériaux: Structure et élaboration des matériaux;3;1101;1008
GEM431;TP Fabrication Mécanique: Usinages spéciaux;3;1101;1009
GEM437;Construction Mécanique: les éléments de transmission de mouvement;3;1101;1010
GEM444;CFAO – CN pour Tech. Sup.;3;1101;1011
GEM450;Montage d'usinage;3;1101;1012
MTH231;Intégrales généralisés, Transformés de Fourier et de Laplace et Application;3;1101;1013
PHY159;Introduction à la Mécanique des fluides;3;1101;1014
STA160;Calcul de probabilités et statistiques;3;1101;1015
ANG201;Anglais de spécialité : approche thématique des textes;4;1101;1016
ECO370;Initiation à la vie Professionnelle;4;1101;1017
GEL120;Automatisme pour Tech. Sup.;4;1101;1018
GEM101;Organisation et méthodes de la maintenance;4;1101;1019
GEM148;Asservissement et régulation;4;1101;1020
GEM334;Métallurgie et Essai des matériaux: aciers et fontes;4;1101;1021
GEM416;Hydraulique et pneumatique;4;1101;1022
GEM418;TP Mécanique des fluides;4;1101;1023
GEM424;TP Fabrication Mécanique: moulage;4;1101;1024
GEM426;Fabrication Mécanique: méthodes et procédés de montage;4;1101;1025
GEM428;Micro-projet;4;1101;1026
GEM446;TP CFAO – CN;4;1101;1027
DRV471;Propriété industrielle: Notions générales;5;1101;1028
ECO410;Elaboration des projets de création d'entreprise;5;1101;1029
GEL121;Machines Electriques;5;1101;1030
GEL122;Commande des machines;5;1101;1031
GEM104;Mécanique auto;5;1101;1032
GEM430;Maintenance Conditionnelle et Fiabilité des systèmes;5;1101;1033
GEM432;Contrôle Non destructif;5;1101;1034
GEM438;Conception et analyse des systèmes mécaniques;5;1101;1035
GEM442;Techniques de Lubrification des machines;5;1101;1036
MGT400;Gestion de la Qualité;5;1101;1037
MGT410;Sécurité et Hygiène du Travail;5;1101;1038
GEM460;Stage et mémoire de licence professionnelle génie mécanique,  conducteur des travaux;6;1101;1039
CHM107;Chimie appliquée;1;1104;1040
GEM100;Dessin technique: dessin de définition;1;1104;1041
GEM110;Géométrie Descriptive de base;1;1104;1042
INF100;Système d'exploitation et introduction à la programmation;1;1104;1043
MTH100;Bases mathématiques;1;1104;1044
MTH101;Algèbre linéaire de base;1;1104;1045
PHY103;Lumière et application;1;1104;1046
PHY104;Électrostatique et Électrocinétique;1;1104;1047
PHY106;Mécanique du point matériel;1;1104;1048
ANG100;Anglais : Ecouter et Parler;2;1104;1049
FRA100;Français : Ecouter et Parler;2;1104;1050
GEM200;Dessin Technique : Dessin d'Ensemble;2;1104;1051
GEM310;Fabrication Mécanique : La pièce mécanique;2;1104;1052
GEM330;Construction Mécanique: éléments de base;2;1104;1053
INF200;Algorithme et structures de données;2;1104;1054
MTH102;Structure algébrique de base;2;1104;1055
MTH103;Calcul Différentiel dans IR;2;1104;1056
PHY206;Mécanique du solide;2;1104;1057
ANG101;Anglais : Lire et Ecrire;3;1104;1058
ECO100;Introduction générale à la science économique;3;1104;1059
FRA101;Français : Lire et Ecrire;3;1104;1060
GEM340;Fabrication mécanique: le porte-pièce et les machines-outils;3;1104;1061
GEM410;Construction mécanique: les arbres et les roulements;3;1104;1062
PHY110;Magnétostatique et Régimes variables;3;1104;1063
PHY159;Introduction à la Mécanique des fluides;3;1104;1064
PHY169;Statique Appliquée;3;1104;1065
STA160;Calcul de probabilités et statistiques;3;1104;1066
ANG201;Anglais de spécialité : approche thématique des textes;4;1104;1067
FRA205;Français: Ecrits professionnels;4;1104;1068
GEM135;TP Fabrication Mécanique: opérations élémentaires;4;1104;1069
GEM300;Introduction à la Conception Assistée par Ordinateur;4;1104;1070
GEM320;Résistance des matériaux appliquée au Génie Mécanique;4;1104;1071
GEM415;Fabrication Mécanique: les outils et leur emploi;4;1104;1072
GEM434;Construction mécanique: les ressorts et boulons;4;1104;1073
MTH104;Calcul Intégral et applications;4;1104;1074
PHY202;Thermodynamique classique;4;1104;1075
GEL420;Circuits et mesures électriques;5;1104;1076
GEM101;Organisation et méthodes de la maintenance;5;1104;1077
GEM405;Bureau des Méthodes: Introduction;5;1104;1078
GEM419;Fabrication mécanique: les porte-outils et analyse d'usinage;5;1104;1079
GEM420;TP Fabrication Mécanique: Usinages classiques;5;1104;1080
GEM437;Construction Mécanique: les éléments de transmission de mouvement;5;1104;1081
GEM445;CFAO-CN;5;1104;1082
GEM450;Montage d'usinage;5;1104;1083
MGT410;Sécurité et hygiène au travail;5;1104;1084
MTH401;Introduction à l'analyse numérique;5;1104;1085
CPT100;Comptabilité;6;1104;1086
DRV471;Propriété industrielle: Notions générales;6;1104;1087
GEM220;Thermodynamique appliquée;6;1104;1088
GEM416;Hydraulique et pneumatique;6;1104;1089
GEM426;Fabrication Mécanique: méthodes et procédés de montage;6;1104;1090
GEM431;TP Fabrication Mécanique: Usinages spéciaux;6;1104;1091
GEM439;Construction mécanique avancée;6;1104;1092
GEM440;Bureau des méthodes: niveau avancé;6;1104;1093
GEM480;Projet de conception Génie Mécanique;6;1104;1094
ANG100;Anglais : Ecouter et Parler;1;1098;1096
ANG101;Anglais : Lire  et Ecrire;1;1098;1097
ANG201;Anglais de spécialité : approche thématique des textes;1;1098;1098
CHM115;Chimie Appliquée pour Tech. Sup.  I;1;1098;1099
CHM215;Chimie Appliquée pour Tech. Sup. II;1;1098;1100
DRI400;Gestion de la Propriété Industrielle;1;1098;1101
ECO370;Initiation à la vie Professionnelle;1;1098;1102
ECO410;Elaboration des projets de création d'entreprise;1;1098;1103
FRA100;Français : Ecouter et Parler I;1;1098;1104
FRA101;Français: Lire  et Ecrire;1;1098;1105
FRA205;Français: Ecrits professionnels;1;1098;1106
GEL120;Automatisme pour Tech. Sup.;1;1098;1107
GEL121;Machines Electriques;1;1098;1108
GEL122;Commande des machines;1;1098;1109
GEL123;Electricité - Electronique - Electrotechnique I;1;1098;1110
GEL341;Electricité - Electronique - Electrotechnique II;1;1098;1111
GEL342;Electricité - Electronique - Electrotechnique III;1;1098;1112
GEM101;Organisation et méthodes de la maintenance;1;1098;1113
GEM102;Bureau des Méthodes pour Tech. Sup. I;1;1098;1114
GEM104;Mécanique auto;1;1098;1115
GEM105;Statique Appliquée;1;1098;1116
GEM112;Essai des mécanismes I;1;1098;1117
GEM115;Construction Mécanique pour tech. Sup.  I;1;1098;1118
GEM122;Introduction à la Mécanique des fluides;1;1098;1119
GEM125;Thermodynamique appliquée;1;1098;1120
GEM135;TP Fabrication Mécanique et Métrologie I;1;1098;1121
GEM140;Fabrication Mécanique pour Tech. Sup.  I;1;1098;1122
GEM148;Asservissement et régulation;1;1098;1123
GEM206;Cinématique appliquée;1;1098;1124
GEM216;Essai des mécanismes II;1;1098;1125
GEM302;Résistance des Matériaux de base I;1;1098;1126
GEM306;Résistance des Matériaux de base II;1;1098;1127
GEM332;Métallurgie et Essai des Matériaux I;1;1098;1128
GEM334;Métallurgie et Essai des Matériaux II;1;1098;1129
GEM341;Fabrication Mécanique pour Tech. Sup.  II;1;1098;1130
GEM406;Résistance des Matériaux de base III;1;1098;1131
GEM413;Fabrication Mécanique pour Tech. Sup. III;1;1098;1132
GEM416;Hydraulique et pneumatique;1;1098;1133
GEM417;Fabrication Mécanique pour Tech. Sup. IV;1;1098;1134
GEM418;TP Mécanique des fluides;1;1098;1135
GEM420;TP Fabrication Mécanique et Métrologie II;1;1098;1136
GEM422;TP Fabrication Mécanique et Métrologie III;1;1098;1137
GEM424;TP Fabrication Mécanique et Métrologie IV;1;1098;1138
GEM428;Micro-projet;1;1098;1139
GEM430;Maintenance Conditionnelle et Fiabilité des systèmes;1;1098;1140
GEM432;Contrôle Non destructif;1;1098;1141
GEM433;Construction Mécanique pour Tech. Sup. II;1;1098;1142
GEM435;Construction Mécanique pour Tech. Sup.III;1;1098;1143
GEM436;Construction Mécanique pour Tech. Sup. IV;1;1098;1144
GEM438;Conception et analyse des systèmes mécaniques;1;1098;1145
GEM442;Techniques de Lubrification des machines;1;1098;1146
GEM444;CFAO – CN pour Tech. Sup.;1;1098;1147
GEM446;TP CFAO – CN;1;1098;1148
GEM450;Montage d'usinage;1;1098;1149
GEM451;Bureau des Méthodes pour Tech. Sup.  II;1;1098;1150
GEM546;Mémoire de Licence;1;1098;1151
INF215;Informatique de Base;1;1098;1152
INF216;Introduction à la Programmation;1;1098;1153
MGT400;Gestion de la Qualité;1;1098;1154
MGT410;Sécurité et Hygiène du Travail;1;1098;1155
MTH150;Elément d'Algèbre et de géométrie;1;1098;1156
MTH151;Elément d'Analyse;1;1098;1157
MTH231;Intégrales généralisés, Transformés de Fourier et de Laplace et Application;1;1098;1158
STA160;Calcul de probabilités et statistiques;1;1098;1159
GES5120;Accompagnement des Idées et opportunités entrepreneuriales;1;1656;1160
GES5124;Comptabilité et fiscalité;1;1656;1161
GES5121;Développement des Compétences entrepreneuriales;2;1656;1162
GES5122;Conception et pilotage d'un scénario entrepreneurial;2;1656;1163
GES5123;Stage et ateliers : Projet entrepreneurial;2;1656;1164
ANG2128;Practical English B1(Mise à niveau);1;1083;1168
ANG2129;Professional English B2+ (mise à niveau);1;1083;1169
DRT2120;Droit, éthique, propriété intellectuelle;1;1083;1170
INF2120;Aide à la décision;1;1083;1171
INF2122;Programmation;1;1083;1172
MGT2121;Management de projets et d'entreprise;1;1083;1173
MTH2120;Statistique inférentielle;1;1083;1174
MTH2129;Fondements de l'informatique et de l'IA;1;1083;1175
ANG2228;Professional English B2;2;1083;1176
ANG2229;English for Technology and Industry C1;2;1083;1177
FPU2221;Méthodologie de recherche en sciences;2;1083;1178
INF2220;Optimisation avancée;2;1083;1179
INF2221;Méthodes de Machine Learning;2;1083;1180
INF2225;Fondamentaux du génie logiciel;2;1083;1181
INF2226;Réseaux informatiques : CCNA Routing and Switching (certification);2;1083;1182
TCC2220;Projet tuteuré 1 : Observer son environnement et proposer des solutions;2;1083;1183
TCC2223;Séminaire : Présentation sur un thème ou outil;2;1083;1184
ANG2328;Business English B2 et EXAMEN INTERNATIONAL;3;1083;1185
ANG2329;Business English C1 et EXAMEN INTERNATIONAL;3;1083;1186
INF2320;Conception et pilotage de système d'IoT;3;1083;1187
INF2321;Migration cloud;3;1083;1188
INF2322;Architecture et développement en JEE;3;1083;1189
INF2325;Sécurité des systèmes informatiques;3;1083;1190
INF2327;Administration des bases de données avancées;3;1083;1191
INF2329;Interface Homme-Machine;3;1083;1192
TCC2320;Projet tutoré 2;3;1083;1193
INF2420;Stage de longue durée, période de création d'entreprise (24 semaines);4;1083;1194
ANG2126;Anglais Technique : Lire et écrire;1;1060;1195
ECO2128;Création d’entreprise;1;1060;1196
GEL2126;Circuits, Mesures et automatique;1;1060;1197
GEL2127;Machines électriques;1;1060;1198
INF2126;Programmation Orientée Objet;1;1060;1199
MTH2126;Mathématique pour l’Ingénieur;1;1060;1200
MTH2127;Outils d’analyse mathématique;1;1060;1201
ANG2226;Anglais Technique : Ecrits professionnels;2;1060;1202
GEL2221;CAO / DAO et installation électrique;2;1060;1203
GEL2222;Production et transport de l’Energie Electrique;2;1060;1204
GEL2223;Convertisseurs statiques – Energie solaire;2;1060;1205
GEL2224;Automates Programmables : Réseaux Industriels de Terrain;2;1060;1206
GEL2226;Machines électriques et Haut Tension;2;1060;1207
INF2226;Informatique Appliquée;2;1060;1208
GEL2320;Energie Eolienne et Protections des Réseaux Electriques;3;1060;1209
GEL2321;Production et distribution de l’énergie électrique;3;1060;1210
GEL2322;Commandes des machines électriques et Entrainements et Tractions Electriques;3;1060;1211
GEL2324;Fiabilité et énergie électrique;3;1060;1212
GEL2325;Réseaux électriques et développement durable;3;1060;1213
GEL2326;Qualité et Recherche en Ingénierie;3;1060;1214
MGT2129;Elaboration de Dossier de Soumissions et Procédures de Passation des Marchés;3;1060;1215
GEL2426;Stage de Master Ingénieur professionnel en Electricité;4;1060;1216
GEL2427;Rédaction et Soutenance de mémoire de Master Ingénieur de Conception;4;1060;1217
ANG2128;Practical English B1(Mise à niveau);1;1084;1218
ANG2129;Professional English B2+ (mise à niveau);1;1084;1219
DRT2120;Droit, éthique, propriété intellectuelle;1;1084;1220
INF2120;Aide à la décision;1;1084;1221
INF2122;Programmation;1;1084;1222
MGT2121;Management de projets et d'entreprise;1;1084;1223
MTH2120;Statistique inférentielle;1;1084;1224
MTH2129;Fondements de l'informatique et de l'IA;1;1084;1225
ANG2228;Professional English B2;2;1084;1226
ANG2229;English for Technology and Industry C1;2;1084;1227
FPU2221;Méthodologie de recherche en sciences;2;1084;1228
INF2220;Optimisation avancée;2;1084;1229
INF2221;Méthodes de Machine Learning;2;1084;1230
INF2223;Données et architecture;2;1084;1231
INF2227;Technique et outils de production;2;1084;1232
INF2228;Programmation avancée 2;2;1084;1233
INF2229;Informatique et Gestion de données;2;1084;1234
TCC2220;Projet tuteuré 1 : Observer son environnement et proposer des solutions;2;1084;1235
ANG2328;Business English B2 et EXAMEN INTERNATIONAL;3;1084;1236
ANG2329;Business English C1 et EXAMEN INTERNATIONAL;3;1084;1237
INF2321;Migration cloud;3;1084;1238
INF2323;Environnement du Big Data;3;1084;1239
INF2324;Cloud et Traitements distribués;3;1084;1240
INF2326;Plateforme Middleware pour le Big Data;3;1084;1241
INF2328;Programmation avancée 3;3;1084;1242
MTH2321;Reconnaissance et apprentissage automatique (RL, LSTM et NLP);3;1084;1243
MTH2329;Mathématiques de l'IA 3 : MLP, CNN et GAN;3;1084;1244
TCC2320;Projet tutoré 2;3;1084;1245
INF2420;Stage de longue durée, période de création d'entreprise (24 semaines);4;1084;1246
ANG2128;Practical English B1(Mise à niveau);1;1085;1247
ANG2129;Professional English B2+ (mise à niveau);1;1085;1248
DRT2120;Droit, éthique, propriété intellectuelle;1;1085;1249
INF2120;Aide à la décision;1;1085;1250
INF2122;Programmation;1;1085;1251
MGT2121;Management de projets et d'entreprise;1;1085;1252
MTH2129;Fondements de l'informatique et de l'IA;1;1085;1253
ANG2228;Professional English B2;2;1085;1254
ANG2229;English for Technology and Industry C1;2;1085;1255
FPU2221;Méthodologie de recherche en sciences;2;1085;1256
INF2220;Optimisation avancée;2;1085;1257
INF2221;Modélisation d'un processus logistique;2;1085;1258
INF2225;Conception de réseau logistique;2;1085;1259
INF2226;Gestion des entrepôts;2;1085;1260
TCC2220;Projet tuteuré 1 : Observer son environnement et proposer des solutions;2;1085;1261
TCC2223;Ordonnancement;2;1085;1262
ANG2328;Business English B2 et EXAMEN INTERNATIONAL;3;1085;1263
ANG2329;Business English C1 et EXAMEN INTERNATIONAL;3;1085;1264
TCC2320;Projet tutoré 2;3;1085;1265
ANG2126;Anglais de Spécialité;1;1717;1266
DRV2120;Droits des Sociétés;1;1717;1267
ECO2120;Entreprenariat;1;1717;1268
GEC2120;Hydraulique routière;1;1717;1269
GEC2121;Mécanique Appliquée;1;1717;1270
GEC2122;Technologies des Ouvrages;1;1717;1271
MGT2121;Gestion de la Qualité;1;1717;1272
MTH2120;Elaboration de dossiers de soumissions et procédures de marchés;1;1717;1273
MTH2126;Mathématiques de l'Ingénieur;1;1717;1274
SOC2120;Sociologie de l'ingénieur;1;1717;1275
URB2120;Notions d'Urbanisme;1;1717;1276
GEC2220;Béton armé et précontraint;2;1717;1277
GEC2221;Eau et assainissement;2;1717;1278
GEC2222;Matériaux tropicaux et Composites;2;1717;1279
GEC2223;Dimensionnement Géotechnique des Ouvrages;2;1717;1280
GEC2224;Physique du bâtiment;2;1717;1281
GEC2225;Dynamique des Ouvrages;2;1717;1282
GEC2227;Constructions mixtes;2;1717;1283
GEC2228;Dimensionnement des structures légères;2;1717;1284
GEC2320;Constructions durables et matériaux biosourcés;3;1717;1285
GEC2321;Planification de chantier;3;1717;1286
GEC2322;Dimensionnement des ponts;3;1717;1287
GEC2323;Etude de logiciels de spécialités;3;1717;1288
GEC2324;Pathologies et réparations des ouvrages de Génie Civil;3;1717;1289
GEC2325;Séminaire de l'ingénieur et visites de chantier;3;1717;1290
GEC2326;Dimensionnement des routes assisté par ordinateur;3;1717;1291
GEC2327;Etude d'ouvrages spécifiques;3;1717;1292
PHY2329;Climatisation;3;1717;1293
GEC2420;Mémoire de Master Génie civil;4;1717;1294
DRV2120;Droit des sociétés;1;1719;1295
ECO2121;Entreprenariat;1;1719;1296
FPU2129;Initiation à la pédagogie universitaire;1;1719;1297
GEL2120;Technologie et technique d'un signal porteur;1;1719;1298
INF2120;Programmation Orientée Objet;1;1719;1299
MGT2120;Elaboration des dossiers de soumission et procédures de passation des marchés;1;1719;1300
MGT2121;Gestion de la Qualité;1;1719;1301
MTH2126;Mathématique de l'ingénieur;1;1719;1302
MTH2127;Probabilités et statistiques pour l'ingénieur;1;1719;1303
SOC2120;Sociologie de l'ingénieur;1;1719;1304
GEL2220;Machines électriques : Caractéristiques et Exploitation;2;1719;1305
GEL2221;Electronique de Puissance: Modèles et Simulation;2;1719;1306
GEL2222;Systèmes Asservis Echantillonnés;2;1719;1307
GEL2223;Transport de l'Energie Electrique;2;1719;1308
GEL2224;Distribution de l'Energie Electrique;2;1719;1309
GEL2225;Structure, Constitution et Principes de Fonctionnement des Machines Electriques;2;1719;1310
GEL2226;Outils d'analyse énergétique pour le dévéloppement énergétique durable ( MAED,WASP,FINPLAN, MESSAGE,SIMPACTS);2;1719;1311
GEL2227;Energies Renouvelables : Modélisation;2;1719;1312
GEL2228;Production de l'Energie Electrique conventionnelle;2;1719;1313
MTH2220;Méthode des éléments finis;2;1719;1314
ANG2326;Anglais Technique : Ecrits professionnels;3;1719;1315
GEL2320;Entraînements et Tractions Electriques;3;1719;1316
GEL2321;Energie renouvelable: production décentralisée et réseaux électriques intélligents : Smartgrids;3;1719;1317
GEL2322;Commandes des Machines;3;1719;1318
GEL2323;Automates Programmables: Réseaux Industriels de Terrain;3;1719;1319
GEL2324;Protections Electriques;3;1719;1320
GEL2325;Systèmes de Télécommunications : Téléphonie et Transmission de Données Numériques;3;1719;1321
GEL2326;Système de Télécommunications : La Télévision Numérique et la Télévision Numérique Terrestre (TNT);3;1719;1322
GEL2327;Projet en EEEA ( Electricité-Electrotechnique-Electronique-Automatique);3;1719;1323
GEL2328;Ondes Electromagnétiques;3;1719;1324
INF2320;Introduction au Système UNIX;3;1719;1325
INF2321;Informatique Appliquée;3;1719;1326
GEL2420;Stage en entreprise & Rédaction de mémoire;4;1719;1327
GEL2421;Soutenance de mémoire de Master Ingénieur Professionnel en Génie Electrique;4;1719;1328
ANG2126;Anglais Pratique de Spécialité : Lire et écrire;1;1058;1329
ECO2128;Création d’entreprise;1;1058;1330
GEL2126;UE Composite GEL2126;1;1058;1331
GEL2127;UE Composite GEL2127;1;1058;1332
GEL2129;Mesures et statistiques;1;1058;1333
INF2126;Programmation Orientée Objet;1;1058;1334
MTH2126;Mathématique pour l’Ingénieur;1;1058;1335
MTH2128;Analyses numériques;1;1058;1336
ANG2226;Anglais pratique de Spécialité : Ecrits professionnels;2;1058;1337
FPU2229;Introduction à la Pédagogie Universitaire;2;1058;1338
GEL2222;UE Composite GEL2222;2;1058;1339
GEL2223;UE Composite GEL2223;2;1058;1340
GEL2224;Automates Programmables : Réseaux Industriels de Terrain;2;1058;1341
GEL2225;Installations Electriques Industrielles et domestiques;2;1058;1342
GEL2228;UE Composite GEL2228;2;1058;1343
GEL2229;Méthodologie et Evaluation des Travaux de Recherche;2;1058;1344
INF2226;Informatique Appliquée;2;1058;1345
GEL2322;UE Composite GEL2322;3;1058;1346
GEL2323;UE Composite GEL2323;3;1058;1347
GEL2325;UE Composite GEL2325;3;1058;1348
GEL2327;UE Composite GEL2327;3;1058;1349
GEL2328;UE Composite GEL2328;3;1058;1350
GEL2329;Fiabilité des Systèmes Electriques;3;1058;1351
MGT2329;Elaboration de Dossier de Soumissions et Procédures de Passation des Marchés;3;1058;1352
GEL2426;Stage au laboratoire/en entreprise et rédaction de mémoire;4;1058;1353
GEL2427;Rédaction et Soutenance de mémoire de Master Ingénieur recherche en Electricité;4;1058;1354
